Date,Apple ,Google ,Microsoft ,Amazon ,Intel ,VTI ,,,,,
6/11/2013,15.628572,438.262299,34.84,274.779999,24.709999,84,,,,,
6/12/2013,15.435357,434.361908,35,271.670013,24.459999,83.290001,,,,,
6/13/2013,15.57,436.862518,34.720001,275.790009,24.99,84.580002,,,,,
6/14/2013,15.358929,435.8862,34.400002,273.98999,24.92,84.099998,,,,,
6/17/2013,15.428572,441.470276,35,278.059998,25.1,84.690002,,,,,
6/18/2013,15.420357,448.628418,34.98,281.76001,25.469999,85.330002,,,,,
6/19/2013,15.107142,448.658325,34.59,278.160004,25,84.239998,,,,,
6/20/2013,14.887143,440.718079,33.490002,273.440002,24.190001,82.150002,,,,,
6/21/2013,14.767858,438.82019,33.27,273.359985,24.200001,82.360001,,,,,
6/24/2013,14.376429,433.270996,33.720001,270.609985,23.58,80.919998,,,,,
6/25/2013,14.379642,431.482697,33.669998,272.089996,23.879999,81.730003,,,,,
6/26/2013,14.216785,435.193787,34.349998,277.570007,24.01,82.489998,,,,,
6/27/2013,14.063571,436.8974,34.619999,277.549988,24.049999,83.099998,,,,,
6/28/2013,14.161786,438.541229,34.540001,277.690002,24.23,82.669998,,,,,
7/1/2013,14.615,442.282227,34.360001,282.100006,23.889999,83.360001,,,,,
7/2/2013,14.946072,439.507629,33.939999,283.730011,23.719999,83.269997,,,,,
7/3/2013,15.028571,441.559937,34.009998,284.029999,23.76,83.389999,,,,,
7/5/2013,14.907857,445.076752,34.209999,285.880005,24.059999,84.279999,,,,,
7/8/2013,14.823215,450.855072,34.330002,290.589996,23.190001,84.730003,,,,,
7/9/2013,15.083928,450.92981,34.349998,291.529999,23.139999,85.330002,,,,,
7/10/2013,15.026072,451.303406,34.700001,292.329987,23.25,85.370003,,,,,
7/11/2013,15.260357,458.401794,35.689999,299.660004,23.99,86.610001,,,,,
7/12/2013,15.2325,459.776642,35.669998,307.549988,23.9,86.690002,,,,,
7/15/2013,15.265715,460.6185,36.169998,306.570007,23.940001,87.019997,,,,,
7/16/2013,15.364285,458.087982,36.27,306.869995,24.25,86.629997,,,,,
7/17/2013,15.368215,457.559967,35.740002,308.690002,24.15,86.910004,,,,,
7/18/2013,15.42,453.639648,35.439999,304.109985,23.24,87.400002,,,,,
7/19/2013,15.176785,446.625946,31.4,305.230011,23.040001,87.529999,,,,,
7/22/2013,15.225357,453.649597,32.009998,303.480011,22.77,87.720001,,,,,
7/23/2013,14.963928,450.212494,31.82,301.059998,22.75,87.559998,,,,,
7/24/2013,15.7325,449.76416,31.959999,298.940002,22.93,87.209999,,,,,
7/25/2013,15.660714,442.192566,31.389999,303.399994,23.059999,87.529999,,,,,
7/26/2013,15.749643,441.021942,31.620001,312.01001,23.26,87.540001,,,,,
7/29/2013,15.9925,439.487701,31.540001,306.100006,23.24,87.239998,,,,,
7/30/2013,16.190001,443.796539,31.85,302.410004,23.379999,87.330002,,,,,
7/31/2013,16.161785,442.217468,31.84,301.220001,23.34,87.419998,,,,,
8/1/2013,16.309999,450.421722,31.67,305.570007,23.200001,88.529999,,,,,
8/2/2013,16.519285,451.592316,31.889999,304.209991,23.219999,88.57,,,,,
8/5/2013,16.766071,450.810242,31.700001,300.98999,22.92,88.580002,,,,,
8/6/2013,16.616072,446.610992,31.58,300.75,22.799999,88,,,,,
8/7/2013,16.606428,443.662048,32.060001,296.910004,22.700001,87.650002,,,,,
8/8/2013,16.464643,444.6633,32.889999,295.73999,22.450001,88.010002,,,,,
8/9/2013,16.230356,443.54248,32.700001,297.26001,22.51,87.790001,,,,,
8/12/2013,16.691429,441.101654,32.869999,296.690002,22.639999,87.730003,,,,,
8/13/2013,17.484642,438.979584,32.23,293.970001,22.52,87.919998,,,,,
8/14/2013,17.803572,433.280945,32.349998,291.339996,22.57,87.459999,,,,,
8/15/2013,17.782499,428.224915,31.790001,286.470001,22.030001,86.160004,,,,,
8/16/2013,17.940357,426.855042,31.799999,284.820007,21.91,85.879997,,,,,
8/19/2013,18.133572,431.20871,31.389999,285.570007,22.280001,85.300003,,,,,
8/20/2013,17.895357,431.094147,31.620001,287.089996,22.52,85.860001,,,,,
8/21/2013,17.941429,433.04184,31.610001,284.570007,22.17,85.360001,,,,,
8/22/2013,17.962856,435.223663,32.389999,289.730011,22.26,86.120003,,,,,
8/23/2013,17.893572,433.480225,34.75,290.01001,22.440001,86.480003,,,,,
8/26/2013,17.963215,431.577332,34.150002,286.209991,22.27,86.260002,,,,,
8/27/2013,17.449642,423.487671,33.259998,280.929993,22.190001,84.730003,,,,,
8/28/2013,17.532143,422.690643,33.02,281.579987,22.290001,85.040001,,,,,
8/29/2013,17.560715,426.117798,33.549999,283.980011,22.059999,85.269997,,,,,
8/30/2013,17.400715,421.868744,33.400002,280.980011,21.98,84.769997,,,,,
9/3/2013,17.449286,428.583557,31.879999,288.799988,22.07,85.199997,,,,,
9/4/2013,17.810358,434.187561,31.200001,293.640015,22.639999,85.959999,,,,,
9/5/2013,17.688213,438.137756,31.23,294.100006,22.6,86.059998,,,,,
9/6/2013,17.793571,438.147705,31.15,295.859985,22.67,86.129997,,,,,
9/9/2013,18.077499,442.366913,31.66,299.709991,22.91,87.099998,,,,,
9/10/2013,17.665714,442.675751,32.389999,300.359985,22.98,87.779999,,,,,
9/11/2013,16.703928,446.421692,32.740002,299.640015,22.809999,88.010002,,,,,
9/12/2013,16.881786,444.862549,32.689999,298.859985,22.629999,87.739998,,,,,
9/13/2013,16.603571,442.875,33.029999,297.920013,23.440001,87.919998,,,,,
9/16/2013,16.075714,442.222443,32.799999,296.059998,23.389999,88.43,,,,,
9/17/2013,16.261429,441.400513,32.93,304.170013,23.74,88.900002,,,,,
9/18/2013,16.595715,449.973389,33.32,312.029999,23.9,89.940002,,,,,
9/19/2013,16.867857,447.517609,33.639999,312.059998,23.91,89.800003,,,,,
9/20/2013,16.693214,449.868774,32.790001,316.339996,23.77,89.199997,,,,,
9/23/2013,17.522858,441.594788,32.740002,311.48999,23.620001,88.370003,,,,,
9/24/2013,17.467857,441.76416,32.450001,314.130005,23.700001,88.230003,,,,,
9/25/2013,17.1975,436.977112,32.509998,312.649994,23.700001,88.07,,,,,
9/26/2013,17.365,437.445343,32.77,318.119995,23.41,88.410004,,,,,
9/27/2013,17.241072,436.558685,33.27,316.01001,22.98,88.059998,,,,,
9/30/2013,17.026785,436.31958,33.279999,312.640015,22.92,87.650002,,,,,
10/1/2013,17.427143,441.843872,33.580002,320.950012,22.83,88.410004,,,,,
10/2/2013,17.484285,442.337006,33.919998,320.51001,22.889999,88.260002,,,,,
10/3/2013,17.264643,436.409241,33.860001,314.76001,22.6,87.510002,,,,,
10/4/2013,17.251072,434.546204,33.880001,319.040009,22.809999,88.150002,,,,,
10/7/2013,17.419643,431.253571,33.299999,310.029999,22.83,87.360001,,,,,
10/8/2013,17.176428,425.241089,33.009998,303.230011,22.48,86.199997,,,,,
10/9/2013,17.378214,426.332001,33.07,298.230011,22.59,86.139999,,,,,
10/10/2013,17.487143,432.498901,33.759998,305.170013,23.1,88.080002,,,,,
10/11/2013,17.600357,434.366882,34.130001,310.890015,23.26,88.699997,,,,,
10/14/2013,17.715714,436.419189,34.450001,310.700012,23.450001,89.089996,,,,,
10/15/2013,17.809999,439.358185,34.490002,306.399994,23.389999,88.410004,,,,,
10/16/2013,17.896786,447.338257,34.639999,310.48999,23.700001,89.650002,,,,,
10/17/2013,18.017857,442.735504,34.919998,310.769989,23.92,90.309998,,,,,
10/18/2013,18.174643,503.816559,34.959999,328.929993,23.879999,90.949997,,,,,
10/21/2013,18.620001,499.776703,34.990002,326.440002,24.139999,90.900002,,,,,
10/22/2013,18.566786,501.619812,34.580002,332.540009,24.07,91.419998,,,,,
10/23/2013,18.748571,513.779236,33.759998,326.76001,23.74,90.989998,,,,,
10/24/2013,18.996786,510.860168,33.720001,332.209991,23.780001,91.339996,,,,,
10/25/2013,18.784286,505.704498,35.73,363.390015,24.24,91.669998,,,,,
10/28/2013,18.924286,505.604858,35.57,358.160004,24.360001,91.739998,,,,,
10/29/2013,18.452858,516.185181,35.52,362.700012,24.52,92.199997,,,,,
10/30/2013,18.746429,513.286072,35.540001,361.079987,24.5,91.660004,,,,,
10/31/2013,18.667856,513.365784,35.41,364.029999,24.469999,91.389999,,,,,
11/1/2013,18.5725,511.602386,35.529999,359,24.33,91.510002,,,,,
11/4/2013,18.8125,511.13913,35.939999,358.73999,24.26,91.93,,,,,
11/5/2013,18.766071,508.852692,36.639999,358.890015,24.030001,91.660004,,,,,
11/6/2013,18.604286,509.465393,38.18,356.179993,24.25,91.900002,,,,,
11/7/2013,18.303215,502.093018,37.5,343.559998,24.059999,90.68,,,,,
11/8/2013,18.591429,506.11795,37.779999,350.309998,24.09,91.889999,,,,,
11/11/2013,18.5375,503.408112,37.59,354.380005,24.17,91.949997,,,,,
11/12/2013,18.571785,504.000885,37.360001,349.529999,24.43,91.809998,,,,,
11/13/2013,18.593929,514.307251,38.16,356.220001,24.6,92.589996,,,,,
11/14/2013,18.862858,515.682068,38.02,367.399994,24.389999,93.029999,,,,,
11/15/2013,18.749643,514.85022,37.84,369.170013,24.52,93.440002,,,,,
11/18/2013,18.522499,513.848938,37.200001,366.179993,24.6,93,,,,,
11/19/2013,18.555357,510.685822,36.740002,364.940002,24.700001,92.730003,,,,,
11/20/2013,18.392857,509.246216,37.080002,362.570007,24.559999,92.440002,,,,,
11/21/2013,18.612143,515.104248,37.400002,368.920013,25.23,93.269997,,,,,
11/22/2013,18.564285,514.018311,37.57,372.309998,23.870001,93.730003,,,,,
11/25/2013,18.705,521.012146,37.639999,376.640015,23.75,93.629997,,,,,
11/26/2013,19.049999,527.228821,37.349998,381.369995,23.65,93.720001,,,,,
11/27/2013,19.498571,529.570068,37.599998,386.709991,23.9,93.989998,,,,,
11/29/2013,19.859642,527.816589,38.130001,393.619995,23.84,93.860001,,,,,
12/2/2013,19.686787,525.271179,38.450001,392.299988,23.700001,93.660004,,,,,
12/3/2013,20.225714,524.663452,38.310001,384.660004,23.549999,93.300003,,,,,
12/4/2013,20.178572,527.114258,38.939999,385.959991,23.74,93.169998,,,,,
12/5/2013,20.282143,526.695801,38,384.48999,24.26,92.900002,,,,,
12/6/2013,20.000713,532.937439,38.360001,386.950012,24.82,93.860001,,,,,
12/9/2013,20.229643,537.057007,38.709999,384.890015,24.93,94.07,,,,,
12/10/2013,20.198214,540.30481,38.110001,387.779999,24.82,93.760002,,,,,
12/11/2013,20.048571,536.633545,37.610001,382.190002,24.42,92.599998,,,,,
12/12/2013,20.019285,532.982239,37.220001,381.25,24.469999,92.43,,,,,
12/13/2013,19.801071,528.414368,36.689999,384.23999,24.290001,92.459999,,,,,
12/16/2013,19.910715,534.486633,36.889999,388.970001,24.450001,93.110001,,,,,
12/17/2013,19.821072,532.932434,36.52,387.649994,24.66,92.830002,,,,,
12/18/2013,19.670357,540.349609,36.580002,395.959991,25.15,94.330002,,,,,
12/19/2013,19.445,541.081909,36.25,395.190002,25.139999,94.199997,,,,,
12/20/2013,19.607857,548.255005,36.799999,402.200012,25.059999,94.330002,,,,,
12/23/2013,20.360357,555.467957,36.619999,402.920013,25.32,94.889999,,,,,
12/24/2013,20.273928,553.844055,37.080002,399.200012,25.43,95.150002,,,,,
12/26/2013,20.139286,556.643555,37.439999,404.390015,25.700001,95.599998,,,,,
12/27/2013,20.003214,557.111816,37.290001,398.079987,25.6,95.540001,,,,,
12/30/2013,19.804285,552.658508,37.290001,393.369995,25.85,95.57,,,,,
12/31/2013,20.036428,558.262512,37.41,398.790009,25.959999,95.919998,,,,,
1/2/2014,19.754642,554.481689,37.16,397.970001,25.790001,95.080002,,,,,
1/3/2014,19.320715,550.436829,36.91,396.440002,25.780001,95.059998,,,,,
1/6/2014,19.426071,556.573853,36.130001,393.630005,25.459999,94.809998,,,,,
1/7/2014,19.287144,567.303589,36.41,398.029999,25.59,95.419998,,,,,
1/8/2014,19.409286,568.484192,35.759998,401.920013,25.43,95.489998,,,,,
1/9/2014,19.161428,563.009705,35.529999,401.01001,25.309999,95.57,,,,,
1/10/2014,19.033571,562.979797,36.040001,397.660004,25.530001,95.839996,,,,,
1/13/2014,19.133215,559.39325,34.98,390.980011,25.5,94.629997,,,,,
1/14/2014,19.513929,572.553955,35.779999,397.540009,26.51,95.669998,,,,,
1/15/2014,19.905714,572.165405,36.759998,395.869995,26.67,96.150002,,,,,
1/16/2014,19.794643,575.951172,36.889999,395.799988,26.540001,96.080002,,,,,
1/17/2014,19.309643,573.116821,36.380001,399.609985,25.85,95.709999,,,,,
1/21/2014,19.609642,579.677246,36.169998,407.049988,25.59,96.029999,,,,,
1/22/2014,19.696785,580.334778,35.93,404.540009,25.309999,96.209999,,,,,
1/23/2014,19.863571,577.883972,36.060001,399.869995,25.129999,95.379997,,,,,
1/24/2014,19.502501,559.81665,36.810001,387.600006,24.809999,93.32,,,,,
1/27/2014,19.660715,548.558838,36.029999,386.279999,24.719999,92.720001,,,,,
1/28/2014,18.089285,559.408203,36.27,394.429993,24.9,93.370003,,,,,
1/29/2014,17.883928,551.39325,36.66,384.200012,24.68,92.410004,,,,,
1/30/2014,17.849285,565.575073,36.860001,403.01001,24.74,93.489998,,,,,
1/31/2014,17.878571,588.279968,37.84,358.690002,24.540001,92.879997,,,,,
2/3/2014,17.911785,564.598755,36.48,346.149994,23.950001,90.699997,,,,,
2/4/2014,18.171072,566.954895,36.349998,347.950012,23.82,91.389999,,,,,
2/5/2014,18.306786,569.465515,35.82,346.450012,23.52,91.25,,,,,
2/6/2014,18.303928,577.814209,36.18,354.589996,23.99,92.360001,,,,,
2/7/2014,18.559999,586.521545,36.560001,361.079987,24.209999,93.550003,,,,,
2/10/2014,18.8925,584.274963,36.799999,360.869995,24.290001,93.660004,,,,,
2/11/2014,19.141428,592.867798,37.169998,361.790009,24.469999,94.730003,,,,,
2/12/2014,19.139999,591.129272,37.470001,349.25,24.549999,94.860001,,,,,
2/13/2014,19.443928,597.709656,37.610001,357.200012,24.700001,95.440002,,,,,
2/14/2014,19.428215,599.154236,37.619999,357.350006,24.76,95.900002,,,,,
2/18/2014,19.499643,603.179138,37.419998,353.649994,24.76,96.18,,,,,
2/19/2014,19.191786,598.92511,37.509998,347.380005,24.5,95.540001,,,,,
2/20/2014,18.969643,599.806763,37.75,349.799988,24.74,96.18,,,,,
2/21/2014,18.758928,599.6474,37.98,346.76001,24.42,96.099998,,,,,
2/24/2014,18.841072,603.991089,37.689999,351.779999,24.629999,96.650002,,,,,
2/25/2014,18.645,607.722107,37.540001,358.320007,24.620001,96.610001,,,,,
2/26/2014,18.476786,607.806763,37.470001,359.799988,24.799999,96.709999,,,,,
2/27/2014,18.845358,607.328613,37.860001,360.130005,24.76,97.220001,,,,,
2/28/2014,18.794285,605.555237,38.310001,362.100006,24.76,97.400002,,,,,
3/3/2014,18.848572,599.099426,37.779999,359.779999,24.5,96.690002,,,,,
3/4/2014,18.972857,605.186584,38.41,363.899994,24.610001,98.209999,,,,,
3/5/2014,19.012857,606.855347,38.110001,372.369995,24.5,98.230003,,,,,
3/6/2014,18.955357,607.527832,38.150002,372.160004,24.629999,98.410004,,,,,
3/7/2014,18.944286,605.126831,37.900002,372.059998,24.639999,98.379997,,,,,
3/10/2014,18.961428,603.522827,37.82,370.529999,24.84,98.309998,,,,,
3/11/2014,19.14607,597.754456,38.02,368.820007,24.73,97.760002,,,,,
3/12/2014,19.164642,601.395813,38.27,370.640015,24.76,97.830002,,,,,
3/13/2014,18.951786,592.309875,37.889999,371.51001,24.57,96.699997,,,,,
3/14/2014,18.738928,584.210266,37.700001,373.73999,24.5,96.580002,,,,,
3/17/2014,18.812143,593.824219,38.049999,375.040009,24.700001,97.349998,,,,,
3/18/2014,18.978571,603.368408,39.549999,378.769989,24.82,98.18,,,,,
3/19/2014,18.973572,597.385864,39.27,373.230011,25.02,97.620003,,,,,
3/20/2014,18.882143,596.344727,40.330002,368.970001,25.43,98.110001,,,,,
3/21/2014,19.031071,589.311096,40.16,360.619995,25.17,97.75,,,,,
3/24/2014,19.256786,576.802979,40.5,351.850006,25.120001,97.18,,,,,
3/25/2014,19.463928,577.196533,40.34,354.709991,25.459999,97.099998,,,,,
3/26/2014,19.277857,563.87146,39.790001,343.410004,25.379999,96.290001,,,,,
3/27/2014,19.195,556.930969,39.360001,338.470001,25.309999,96.089996,,,,,
3/28/2014,19.173571,558.456787,40.299999,338.290009,25.620001,96.519997,,,,,
3/31/2014,19.169285,555.445007,40.990002,336.369995,25.809999,97.470001,,,,,
4/1/2014,19.344643,565.607117,41.419998,342.98999,25.99,98.230003,,,,,
4/2/2014,19.376785,565.447571,41.349998,341.959991,25.889999,98.540001,,,,,
4/3/2014,19.2425,568.180054,41.009998,333.619995,26.41,98.269997,,,,,
4/4/2014,18.993572,541.652893,39.869999,323,26.16,96.919998,,,,,
4/7/2014,18.695356,536.676575,39.799999,317.76001,26.49,95.760002,,,,,
4/8/2014,18.694286,553.380676,39.82,327.070007,26.91,96.18,,,,,
4/9/2014,18.940001,562.595398,40.470001,331.809998,26.98,97.330002,,,,,
4/10/2014,18.695715,539.468872,39.360001,317.109985,26.43,95.190002,,,,,
4/11/2014,18.557501,529.147217,39.209999,311.730011,26.18,94.25,,,,,
4/14/2014,18.631428,531.061951,39.18,315.910004,26.559999,94.889999,,,,,
4/15/2014,18.498571,534.971252,39.75,316.079987,26.77,95.540001,,,,,
4/16/2014,18.536072,555.016174,40.400002,323.679993,26.93,96.540001,,,,,
4/17/2014,18.747858,534.632141,40.009998,324.910004,27.040001,96.730003,,,,,
4/21/2014,18.970358,527.172668,39.939999,330.869995,26.950001,97.120003,,,,,
4/22/2014,18.989286,533.345703,39.990002,329.320007,26.84,97.620003,,,,,
4/23/2014,18.741072,525.497253,39.689999,324.579987,26.75,97.370003,,,,,
4/24/2014,20.2775,523.722107,39.860001,337.149994,26.75,97.5,,,,,
4/25/2014,20.426428,514.766724,39.91,303.829987,26.26,96.550003,,,,,
4/28/2014,21.217501,515.73407,40.869999,296.579987,26.33,96.690002,,,,,
4/29/2014,21.154642,526.255188,40.509998,300.380005,26.48,97.169998,,,,,
4/30/2014,21.074642,525.218018,40.400002,304.130005,26.690001,97.529999,,,,,
5/1/2014,21.124287,529.895203,40,307.890015,26.450001,97.559998,,,,,
5/2/2014,21.163572,526.484558,39.689999,308.01001,26.41,97.480003,,,,,
5/5/2014,21.462856,526.364868,39.43,310.049988,26.17,97.639999,,,,,
5/6/2014,21.22893,513.729553,39.060001,297.380005,26.200001,96.739998,,,,,
5/7/2014,21.154642,508.563751,39.419998,292.709991,26.370001,97.190002,,,,,
5/8/2014,20.999643,509.600891,39.639999,288.320007,26.34,96.93,,,,,
5/9/2014,20.912144,517.309753,39.540001,292.23999,26.299999,97.169998,,,,,
5/12/2014,21.172501,528.469116,39.970001,302.859985,26.370001,98.269997,,,,,
5/13/2014,21.205715,531.630432,40.419998,304.640015,26.450001,98.209999,,,,,
5/14/2014,21.209642,525.208069,40.240002,297.619995,26.33,97.669998,,,,,
5/15/2014,21.029285,518.556274,39.599998,295.190002,26.01,96.769997,,,,,
5/16/2014,21.339643,519.204529,39.830002,297.700012,25.82,97.18,,,,,
5/19/2014,21.592501,527.411987,39.75,296.76001,26.040001,97.629997,,,,,
5/20/2014,21.596786,528.319519,39.68,301.190002,26.040001,96.900002,,,,,
5/21/2014,21.653929,537.464417,40.349998,305.01001,26.200001,97.650002,,,,,
5/22/2014,21.688213,543.567627,40.099998,304.910004,26.15,97.980003,,,,,
5/23/2014,21.933214,551.186707,40.119999,312.23999,26.290001,98.489998,,,,,
5/27/2014,22.343929,564.400452,40.189999,310.820007,26.709999,99.139999,,,,,
5/28/2014,22.286072,560.142151,40.009998,310.160004,26.879999,99.029999,,,,,
5/29/2014,22.692142,558.546509,40.34,313.779999,26.959999,99.559998,,,,,
5/30/2014,22.607143,558.357056,40.939999,312.549988,27.32,99.580002,,,,,
6/2/2014,22.451786,552.41333,40.790001,308.839996,27.26,99.699997,,,,,
6/3/2014,22.769285,543.447937,40.290001,307.190002,27.66,99.660004,,,,,
6/4/2014,23.029285,543.168701,40.32,306.779999,27.6,99.870003,,,,,
6/5/2014,23.119642,552.383423,41.209999,323.570007,27.66,100.68,,,,,
6/6/2014,23.056072,554.806763,41.48,329.670013,28.17,101.199997,,,,,
6/9/2014,23.424999,560.580933,41.27,327.5,27.91,101.370003,,,,,
6/10/2014,23.5625,559.015198,41.110001,332.410004,28.24,101.349998,,,,,
6/11/2014,23.465,557.309875,40.860001,335.200012,27.93,101.010002,,,,,
6/12/2014,23.0725,549.840393,40.580002,325.910004,27.959999,100.290001,,,,,
6/13/2014,22.82,550.249268,41.23,326.269989,29.870001,100.620003,,,,,
6/16/2014,23.049999,542.789795,41.5,327.619995,30.01,100.699997,,,,,
6/17/2014,23.02,541.523254,41.68,325.619995,29.950001,101.059998,,,,,
6/18/2014,23.045,551.854858,41.650002,334.380005,29.93,101.809998,,,,,
6/19/2014,22.965,553.380676,41.509998,327,30.09,101.93,,,,,
6/20/2014,22.727501,554.83667,41.68,324.200012,30.200001,102.169998,,,,,
6/23/2014,22.7075,563.403198,41.990002,327.23999,30.23,102.139999,,,,,
6/24/2014,22.57,563.074097,41.75,324.160004,30.5,101.010002,,,,,
6/25/2014,22.59,577.065674,42.029999,327.440002,30.879999,101.519997,,,,,
6/26/2014,22.725,574.422913,41.720001,325.690002,30.780001,101.459999,,,,,
6/27/2014,22.995001,575.659546,42.25,324.570007,30.93,101.730003,,,,,
6/30/2014,23.2325,573.704895,41.700001,324.779999,30.9,101.769997,,,,,
7/1/2014,23.379999,581.074646,41.869999,332.390015,30.98,102.5,,,,,
7/2/2014,23.370001,580.740601,41.900002,332.850006,30.98,102.440002,,,,,
7/3/2014,23.5075,583.129028,41.799999,337.48999,31.139999,102.980003,,,,,
7/7/2014,23.9925,580.655823,41.990002,333.549988,31.030001,102.440002,,,,,
7/8/2014,23.8375,569.526367,41.779999,323.809998,30.790001,101.660004,,,,,
7/9/2014,23.8475,574.502686,41.669998,329.970001,30.889999,102.099998,,,,,
7/10/2014,23.76,569.536316,41.689999,327.920013,31.26,101.650002,,,,,
7/11/2014,23.805,577.594238,42.09,346.200012,31.25,101.739998,,,,,
7/14/2014,24.112499,583.268616,42.139999,355.320007,31.49,102.230003,,,,,
7/15/2014,23.83,583.178894,42.450001,354.440002,31.709999,101.970001,,,,,
7/16/2014,23.695,581.064697,44.080002,355.899994,34.650002,102.230003,,,,,
7/17/2014,23.272499,572.159119,44.529999,352.450012,33.700001,101.050003,,,,,
7/18/2014,23.6075,593.450684,44.689999,358.660004,33.700001,102.139999,,,,,
7/21/2014,23.485001,587.856018,44.84,359.76001,34.060001,101.900002,,,,,
7/22/2014,23.68,593.111633,44.830002,360.839996,34.790001,102.419998,,,,,
7/23/2014,24.297501,594.348206,44.869999,358.140015,34.5,102.660004,,,,,
7/24/2014,24.2575,591.725403,44.400002,358.609985,34.25,102.68,,,,,
7/25/2014,24.4175,587.407288,44.5,324.01001,34.25,102.139999,,,,,
7/28/2014,24.754999,588.982971,43.970001,320.410004,34.23,102.110001,,,,,
7/29/2014,24.594999,584.006592,43.889999,320,34.189999,101.739998,,,,,
7/30/2014,24.5375,585.811646,43.580002,322.51001,34.349998,101.809998,,,,,
7/31/2014,23.9,570.034973,43.16,312.98999,33.889999,99.739998,,,,,
8/1/2014,24.032499,564.520081,42.860001,307.059998,33.740002,99.489998,,,,,
8/4/2014,23.897499,571.58075,43.369999,313.649994,34.049999,100.169998,,,,,
8/5/2014,23.780001,563.522827,43.080002,312.320007,32.82,99.290001,,,,,
8/6/2014,23.74,564.823303,42.740002,313.890015,32.849998,99.309998,,,,,
8/7/2014,23.620001,561.817505,43.23,311.450012,32.68,98.790001,,,,,
8/8/2014,23.684999,567.212708,43.200001,316.799988,32.599998,99.93,,,,,
8/11/2014,23.997499,566.325134,43.200001,318.329987,33.02,100.290001,,,,,
8/12/2014,23.9925,561.18927,43.52,319.320007,33.130001,100.110001,,,,,
8/13/2014,24.309999,573.206238,44.080002,326.279999,34.099998,100.82,,,,,
8/14/2014,24.375,573.076599,44.27,333.209991,33.939999,101.260002,,,,,
8/15/2014,24.495001,571.909851,44.790001,333.630005,34.169998,101.269997,,,,,
8/18/2014,24.790001,580.56604,45.110001,334.529999,34.41,102.18,,,,,
8/19/2014,25.1325,585.253174,45.330002,335.130005,34.34,102.690002,,,,,
8/20/2014,25.1425,582.889648,44.950001,335.779999,34.5,102.93,,,,,
8/21/2014,25.145,581.772766,45.220001,332.910004,35.150002,103.160004,,,,,
8/22/2014,25.33,580.964966,45.150002,331.589996,34.939999,103.010002,,,,,
8/25/2014,25.385,578.61145,45.169998,334.019989,34.810001,103.550003,,,,,
8/26/2014,25.2225,576.277832,45.009998,341.829987,34.799999,103.739998,,,,,
8/27/2014,25.532499,569.436584,44.869999,343.179993,34.790001,103.68,,,,,
8/28/2014,25.5625,567.641541,44.880001,340.019989,34.650002,103.57,,,,,
8/29/2014,25.625,570.034973,45.43,339.040009,34.919998,103.879997,,,,,
9/2/2014,25.825001,575.749268,45.09,342.380005,34.57,103.959999,,,,,
9/3/2014,24.735001,576.357605,44.959999,339,34.57,103.849998,,,,,
9/4/2014,24.530001,580.386536,45.259998,345.950012,34.91,103.629997,,,,,
9/5/2014,24.7425,584.475342,45.91,346.380005,35,104.110001,,,,,
9/8/2014,24.59,588.105347,46.470001,342.339996,35.330002,103.900002,,,,,
9/9/2014,24.497499,579.419189,46.759998,329.75,34.91,103.169998,,,,,
9/10/2014,25.25,581.503479,46.84,331.329987,35.02,103.559998,,,,,
9/11/2014,25.3575,579.758301,47,330.519989,35.02,103.75,,,,,
9/12/2014,25.415001,574.043945,46.700001,331.190002,34.619999,103.080002,,,,,
9/15/2014,25.407499,571.530884,46.240002,323.890015,34.540001,102.809998,,,,,
9/16/2014,25.215,578.362122,46.759998,327.76001,34.93,103.540001,,,,,
9/17/2014,25.395,583.168884,46.52,324,34.98,103.650002,,,,,
9/18/2014,25.4475,587.656616,46.68,325,35.169998,104.18,,,,,
9/19/2014,25.24,594.447937,47.52,331.320007,34.82,103.980003,,,,,
9/22/2014,25.264999,585.76178,47.060001,324.5,34.709999,103.019997,,,,,
9/23/2014,25.66,579.538879,46.560001,323.630005,34.419998,102.360001,,,,,
9/24/2014,25.4375,586.380066,47.080002,328.209991,34.75,102.690002,,,,,
9/25/2014,24.467501,573.485474,46.040001,321.929993,34.139999,101.080002,,,,,
9/26/2014,25.1875,575.519897,46.41,323.209991,34.259998,101.900002,,,,,
9/29/2014,25.0275,574.781921,46.439999,321.820007,34.900002,101.720001,,,,,
9/30/2014,25.1875,575.779175,46.360001,322.440002,34.82,101.239998,,,,,
10/1/2014,24.795,566.714111,45.900002,317.459991,33.990002,99.910004,,,,,
10/2/2014,24.975,568.519104,45.759998,318.410004,33.52,99.959999,,,,,
10/3/2014,24.905001,573.704895,46.09,322.73999,34.029999,101.080002,,,,,
10/6/2014,24.905001,575.769226,46.09,322.200012,34.110001,100.879997,,,,,
10/7/2014,24.6875,562.196472,45.529999,316.980011,33.470001,99.32,,,,,
10/8/2014,25.200001,570.932495,46.779999,322.700012,34.27,100.970001,,,,,
10/9/2014,25.254999,559.344299,45.849998,315.369995,33.619999,98.889999,,,,,
10/10/2014,25.182501,542.999207,44.029999,311.390015,31.91,97.660004,,,,,
10/13/2014,24.952499,531.750061,43.650002,306.450012,31.469999,96.099998,,,,,
10/14/2014,24.6875,536.467102,43.73,308.309998,32.139999,96.400002,,,,,
10/15/2014,24.385,528.578796,43.220001,305.970001,31.280001,95.860001,,,,,
